comp_id,id,flag,spacecraft,time_start,time_end,time_pt_max,pt_max,b_max,np_max,v_min,v_max
|11||STEREO-A|2013-05-16 05:22:00|2013-05-17 00:05:00|2013-05-16 13:08:00|600|30|90|340|590
|12||STEREO-A|2013-06-02 03:27:00|2013-06-04 16:00:00|2013-06-03 04:40:00|300|19.5|41|300|670
|13||STEREO-A|2013-06-10 08:46:00|2013-06-11 14:05:00|2013-06-11 01:17:00|210|16.3|27.3|386|750
|14||STEREO-A|2013-07-01 23:42:00|2013-07-05 23:12:00|2013-07-03 04:51:00|160|16.3|12|280|700
|15||STEREO-A|2013-07-08 17:35:00|2013-07-10 07:20:00|2013-07-09 05:22:00|135|12|50|373|550
|16||STEREO-A|2013-07-17 00:00:00|2013-07-22 16:00:00|2013-07-18 16:14:00|210|17.3|56.21|290|625
|17||STEREO-A|2013-08-04 13:42:00|2013-08-06 14:18:00|2013-08-07 00:23:00|120|13.4|26.49|340|580
|18||STEREO-A|2013-08-12 13:46:00|2013-08-16 17:30:00|2013-08-14 21:30:00|68|10.7|16.67|325|580
|19||STEREO-A|2013-08-27 08:00:00|2013-08-29 07:52:00|2013-08-28 02:10:00|110|13|34.13|320|540
|20||STEREO-A|2013-09-02 02:20:00|2013-09-03 08:00:00|2013-09-02 12:55:00|95|11|20|333|430
