gbm_id,time_start,time_peak,time_end,duration,rate_peak,total,detectors,trigger,rhessi_id
150309_0112|2015/03/09 01:12:37.000|2015/03/10 01:13:18.000|2015/03/10 01:15:12.000|156|5158|53340|n0 n1 n3 n5||15030901
150309_0254|2015/03/09 02:54:56.000|2015/03/10 02:55:21.000|2015/03/10 02:56:10.000|74|2416|26102|n5 n3 n1 n4||15030905
150309_0417|2015/03/09 04:17:25.000|2015/03/10 04:17:54.000|2015/03/10 04:19:40.000|135|5884|65806|n3 n1 n5 n0||15030909
150309_0547|2015/03/09 05:47:08.000|2015/03/10 05:48:17.000|2015/03/10 05:54:38.000|451|2545|129413|n5 n4 n1 n3||15030915
150309_0556|2015/03/09 05:56:49.000|2015/03/10 06:04:12.000|2015/03/10 06:04:40.000|471|895|78403|n5 n3 n1 n4||15030917
150309_1116|2015/03/09 11:16:07.000|2015/03/10 11:16:35.000|2015/03/10 11:17:45.000|98|3578|30812|n5 n1 n3 n0||
150309_1424|2015/03/09 14:24:52.000|2015/03/10 14:31:53.000|2015/03/10 14:37:29.000|756|713236|143119072|n5 n1 n3 n0|bn150309603|
150309_1738|2015/03/09 17:38:40.000|2015/03/10 17:40:40.000|2015/03/10 17:48:07.000|568|124264|11452036|n5 n1 n3 n0|bn150309736|
150309_2331|2015/03/09 23:31:24.000|2015/03/10 23:48:12.000|2015/03/10 00:03:51.000|1947|279784|207647904|n0 n1 n3 n6|bn150309991|15030968
150310_0054|2015/03/10 00:54:15.000|2015/03/11 00:54:44.000|2015/03/11 00:56:11.000|115|2868|81075|n5 n4 n2 n3|bn150310038|15031002
150310_0421|2015/03/10 04:21:43.000|2015/03/11 04:23:08.000|2015/03/11 04:28:19.000|396|82198|3983245|n5 n3 n1 n4|bn150310182|
150310_0724|2015/03/10 07:24:34.000|2015/03/11 07:26:04.000|2015/03/11 07:28:40.000|246|13568|572904|n5 n3 n1 n4|bn150310308|15031023
150310_2308|2015/03/10 23:08:59.000|2015/03/11 23:10:13.000|2015/03/11 23:16:34.000|455|8363|278781|n5 n4 n2 n3||15031074
150310_2319|2015/03/10 23:19:06.000|2015/03/11 23:22:47.000|2015/03/11 23:30:05.000|659|5223|353161|n5 n3 n1 n4||
150310_2347|2015/03/10 23:47:38.000|2015/03/11 23:50:30.000|2015/03/11 23:52:25.000|287|3057|119554|n5 n4 n2 n3||15031075
150311_0034|2015/03/11 00:34:41.000|2015/03/12 00:35:50.000|2015/03/12 00:37:49.000|188|584|19802|n5 n4 n2 n3||15031102
150311_0040|2015/03/11 00:40:41.000|2015/03/12 00:41:22.000|2015/03/12 00:43:54.000|193|1890|44197|n5 n4 n2 n3||15031103
