flare_key	date	begin	begin_m	max	max_m	end	end_m	latitude	longitude	type
382	1987-07-23	07:19:00		07:27:00		07:45:00		S29	W20	SN
383	1987-07-23	09:23:00		09:23:00		09:43:00		S30	W21	SF
384	1987-07-23	13:50:00		13:53:00		13:57:00		S30	W25	SF
385	1987-07-23	15:57:00		16:01:00		16:09:00	D	S19	E04	SF
386	1987-07-23	16:57:00		16:57:00		17:02:00		S30	W26	SF
387	1987-07-24	09:58:00		10:05:00		10:57:00		S27	W36	1B
388	1987-07-24	11:09:00		11:09:00		11:12:00		S22	E34	SF
389	1987-07-30	06:26:00		06:30:00		06:34:00		S22	W37	SF
390	1987-08-08	12:41:00	E	12:41:00	U	12:51:00		S24	W26	SF
391	1987-08-08	13:37:00		13:52:00		14:17:00		S25	W26	SN
392	1987-08-08	13:52:00		13:52:00		14:13:00		S23	W30	SN
393	1987-08-09	06:12:00		06:12:00	U	06:16:00	D	S24	W37	SF
394	1987-08-09	13:52:00		13:56:00		14:04:00		S25	E78	SN
395	1987-08-09	15:48:00		15:51:00		15:59:00		S22	W44	SF
396	1987-08-11	15:02:00		15:02:00		15:04:00		S25	E47	SF
397	1987-08-13	12:26:00		12:26:00		12:31:00	D	S27	E29	SF
398	1987-08-17	06:39:00		06:39:00		06:53:00		S29	W22	SF
399	1987-08-19	10:05:00		10:15:00		10:49:00	D	S26	W48	1F
400	1987-08-23	13:12:00		13:16:00		13:45:00		N12	E56	SF
401	1987-08-24	13:42:00		13:42:00		13:46:00	D	N15	E43	SF
402	1987-08-26	10:41:00		10:41:00		10:41:00		N16	E16	SF
403	1987-08-31	14:40:00		14:40:00		14:43:00		S25	E72	SF
404	1987-09-01	16:05:00	E	00:00:00		16:05:00	D	S27	E59	SF
405	1987-09-07	06:57:00		07:00:00		07:04:00		S23	E06	SF
406	1987-09-07	07:29:00		07:36:00		07:47:00		S25	E05	SN
407	1987-09-07	07:57:00		07:57:00		08:04:00		S21	E00	SN
408	1987-09-07	10:04:00		10:08:00		10:15:00		S23	E04	SF
409	1987-09-07	10:42:00		10:48:00		10:57:00		S25	E03	SF
410	1987-09-07	12:01:00		12:05:00		12:17:00		S25	E03	SN
411	1987-09-07	12:01:00		12:05:00		12:30:00	D	S24	W02	SN
412	1987-09-08	08:45:00	E	08:45:00		08:49:00		S23	W08	SN
413	1987-09-08	10:49:00		10:56:00		11:00:00		S24	W12	SF
414	1987-09-10	14:16:00	E	14:16:00	U	14:28:00		S23	W41	SF
415	1987-09-10	15:04:00		15:07:00		15:32:00		S21	W43	SF
416	1987-09-12	06:38:00	E	06:44:00		07:04:00		S22	W60	SB
417	1987-09-13	12:52:00		12:52:00		13:03:00		N27	E15	SF
418	1987-09-14	06:33:00		06:37:00		06:53:00		S35	E20	SN
419	1987-09-14	07:35:00		07:39:00		07:55:00		S34	E19	SN
420	1987-09-14	11:27:00		11:27:00		11:45:00		S35	E17	SN
421	1987-09-14	13:34:00		13:38:00		13:54:00		S34	E15	SF
422	1987-09-17	08:52:00		08:56:00		10:00:00		S27	E68	1F
423	1987-09-17	11:13:00		11:19:00		11:30:00		S33	W21	SN
424	1987-09-20	07:55:00		07:59:00		08:40:00		S28	E33	SF
425	1987-10-05	08:04:00		08:08:00		08:17:00		N33	E38	SF
426	1987-10-16	09:18:00		09:18:00		09:26:00		S22	W24	SN
427	1987-10-16	09:51:00		09:59:00		10:13:00		N21	W10	1N
428	1987-10-17	12:22:00		12:26:00		12:58:00		S24	W33	1N
429	1987-10-17	13:43:00		13:47:00		13:51:00		S24	W34	SN
430	1987-10-17	13:47:00		13:51:00		14:03:00	D	N19	W19	1F
431	1987-11-01	08:58:00		09:10:00		09:12:00		S20	W73	SF
432	1987-11-01	10:31:00		10:35:00		10:53:00		S21	W71	SF
433	1987-11-02	13:57:00		13:57:00		14:05:00	D	N29	W35	SF
434	1987-11-02	13:57:00		13:59:00		14:05:00	D	S26	E60	SN
435	1987-11-03	09:27:00	E	00:00:00		09:33:00	D	N28	W47	SF
436	1987-11-05	09:42:00		09:45:00		09:53:00		S22	E37	SF
437	1987-11-05	09:57:00		10:00:00		10:31:00		S22	E37	SN
438	1987-11-06	10:33:00		10:36:00		10:48:00		N14	E49	SF
439	1987-11-06	13:00:00		13:04:00		13:28:00		S22	E20	SN
440	1987-11-07	11:49:00		11:49:00		11:53:00		S26	E50	SF
441	1987-11-07	12:39:00		12:39:00		12:53:00		S28	E08	SN
442	1987-11-18	10:56:00		10:56:00		11:08:00	D	S23	E55	SF
443	1987-11-19	08:33:00	E	00:00:00		08:59:00		S24	E47	SN
444	1987-11-19	09:05:00		09:05:00		09:15:00		S25	W17	SN
445	1987-11-19	09:11:00		09:19:00		09:22:00	D	S24	E45	SF
446	1987-11-22	07:17:00		07:21:00		07:55:00		S22	E07	SF
447	1987-12-15	09:05:00		09:05:00		09:21:00		S37	E59	SF
448	1987-12-26	09:05:00		09:05:00		09:16:00		S35	E75	SF
449	1987-12-26	09:28:00		09:28:00		09:34:00		S34	E75	SF
450	1987-12-26	10:28:00		10:31:00		10:46:00		S37	E74	SF
451	1988-01-09	09:33:00		09:37:00		09:41:00		S25	E32	SF
452	1988-01-09	11:44:00		11:44:00		11:56:00		S22	W42	SF
453	1988-01-09	13:22:00		13:22:00		13:41:00		N32	E22	SF
454	1988-01-10	10:42:00		10:42:00		10:46:00		S25	E13	SF
455	1988-01-10	11:43:00		11:43:00		11:47:00		S24	E12	SF
456	1988-01-12	10:43:00		10:43:00		10:46:00		S36	E74	SF
457	1988-01-12	13:27:00		13:27:00		13:34:00		N27	W43	SN
458	1988-01-13	11:49:00		11:53:00		12:08:00		S19	E88	1N
459	1988-01-13	13:46:00		13:46:00		13:54:00		N18	W58	SF
460	1988-01-14	07:44:00		07:44:00		07:47:00		N22	W69	SN
461	1988-01-14	09:16:00		09:20:00		09:42:00		S39	E50	1N
462	1988-01-16	08:07:00		08:10:00		08:29:00		S18	E47	SF
463	1988-01-16	09:31:00		09:35:00		09:43:00		S18	E45	SF
464	1988-01-18	11:37:00		11:41:00		11:55:00		S33	E44	SN
465	1988-01-18	12:18:00		12:18:00		12:28:00		S16	E18	SF
466	1988-01-18	13:24:00		13:24:00		13:34:00		S18	E19	SF
467	1988-01-19	09:51:00		09:53:00		10:04:00		S32	E32	SN
468	1988-01-19	10:56:00		11:00:00		11:10:00		S31	E29	SF
469	1988-01-19	13:37:00		13:43:00		14:01:00		S18	E01	SF
470	1988-02-01	08:52:00		08:56:00		09:03:00		N18	W19	SF
471	1988-02-03	09:00:00		09:04:00		09:12:00		N23	E28	SN
472	1988-02-03	13:02:00		13:10:00		13:44:00		N22	E24	1F
473	1988-02-05	11:48:00	E	11:58:00		13:24:00		N28	E13	1N
474	1988-02-09	09:03:00		09:03:00		09:07:00		N22	W55	SF
475	1988-03-01	08:22:00		08:26:00		08:38:00		S22	E21	SF
476	1988-03-10	10:24:00		10:24:00		10:28:00		N29	W32	SN
477	1988-03-10	11:18:00		11:28:00		11:35:00		N28	W32	SN
478	1988-03-14	08:14:00		08:18:00		08:45:00		S22	E46	1N
479	1988-03-15	09:22:00		09:28:00		09:32:00	D	S25	E40	SN
480	1988-03-15	11:11:00		11:19:00		11:37:00		S24	E39	SF
481	1988-03-15	11:49:00		11:53:00		12:01:00		S25	E39	1N
482	1988-03-15	13:27:00		13:27:00		13:48:00		S26	E38	SN
483	1988-03-15	14:45:00		14:48:00		14:59:00		S26	E37	SF
484	1988-03-19	07:04:00		07:08:00		07:10:00		S25	W04	SF
485	1988-03-19	08:24:00		08:24:00		08:29:00		N22	W14	SF
486	1988-03-23	09:23:00		09:23:00		09:26:00	D	N31	W65	SF
487	1988-03-23	09:50:00		09:50:00		10:01:00		N24	E23	SF
488	1988-03-30	08:01:00		08:01:00		08:04:00	D	N20	E18	SF
489	1988-04-09	06:46:00		06:49:00		06:56:00		S18	W77	SF
490	1988-04-09	06:56:00		07:00:00		07:04:00		S21	E55	SF
491	1988-04-11	08:03:00		08:07:00		08:11:00		S21	E51	SF
492	1988-04-11	10:25:00		10:28:00		10:40:00		N16	E33	SF
493	1988-04-11	10:51:00		10:55:00		10:59:00		N22	E85	SN
494	1988-04-11	11:45:00		11:45:00		11:52:00		N20	E73	SN
495	1988-04-11	12:25:00		12:25:00		12:32:00		N20	E75	SN
496	1988-04-11	13:34:00		13:42:00		14:01:00		N21	E77	1N
497	1988-04-11	13:42:00		13:46:00		13:57:00		N16	E30	SN
498	1988-04-11	14:39:00		14:42:00		15:02:00		N22	E77	SF
499	1988-04-11	15:16:00		15:19:00		15:23:00		N21	E75	SF
500	1988-04-11	16:11:00		16:14:00		16:18:00	D	N21	W33	SF
501	1988-04-12	06:07:00	E	06:12:00	U	06:19:00		N16	E26	SF
502	1988-04-12	06:41:00		06:41:00		06:47:00		N15	E20	SF
503	1988-04-12	08:37:00		08:41:00		09:02:00		S19	E21	SN
504	1988-04-14	07:20:00		07:24:00		07:32:00		N19	W11	SF
505	1988-04-14	09:24:00		09:27:00		09:37:00		S16	E08	SF
506	1988-04-14	12:08:00		12:11:00		12:31:00		N18	W05	SF
507	1988-04-14	12:15:00		12:15:00		12:15:00		N21	E40	SF
508	1988-04-14	13:44:00		13:48:00		13:56:00		N21	E38	SF
509	1988-04-14	14:59:00		14:59:00		15:15:00		S13	E04	SF
510	1988-04-16	12:38:00		12:42:00		13:08:00		N21	E11	SF
511	1988-04-16	13:12:00		13:17:00		13:21:00		N22	E50	SF
512	1988-04-16	15:26:00		15:26:00		15:34:00		N22	E52	SF
513	1988-04-17	06:47:00		06:47:00		06:58:00		N23	E05	SF
514	1988-04-17	09:21:00		09:24:00		09:44:00		N22	E43	SN
515	1988-04-17	15:51:00		15:55:00		16:02:00		N22	W05	SF
516	1988-04-19	08:12:00		08:12:00		08:15:00		N23	W12	SF
517	1988-04-19	08:40:00		08:44:00		08:47:00		N26	E19	SF
518	1988-04-19	08:44:00		08:44:00		08:54:00		S17	W55	SF
519	1988-04-19	10:27:00		10:35:00		10:51:00		S16	W55	SF
520	1988-04-19	11:54:00		12:07:00		12:33:00		N22	W21	SF
521	1988-04-20	10:01:00		10:21:00		11:35:00		N24	W36	SF
522	1988-04-26	12:59:00		12:59:00		13:09:00		S19	E54	SF
523	1988-05-23	12:00:00		12:00:00		12:04:00		S23	E48	SF
524	1988-05-23	12:08:00		12:08:00		12:22:00		S26	E53	SN
525	1988-05-23	15:08:00		15:08:00		15:18:00		S24	E46	SN
526	1988-05-23	16:20:00		16:20:00		16:29:00		S26	E52	SF
527	1988-05-24	08:16:00		08:16:00		08:44:00		S25	E45	SF
528	1988-05-24	13:31:00		13:35:00		13:40:00		S25	E39	SF
529	1988-05-24	15:16:00		15:16:00		15:20:00		S24	E42	SF
530	1988-05-25	06:10:00	E	06:13:00		06:16:00		S28	E40	SF
531	1988-05-25	13:54:00		13:58:00		13:58:00	D	S27	E36	SF
532	1988-05-26	05:59:00	E	05:59:00	U	06:09:00		S27	E22	SF
533	1988-05-26	09:43:00		09:43:00		09:47:00		S26	E25	SF
534	1988-05-29	09:09:00		09:13:00		09:38:00	D	S23	W20	SN
535	1988-06-01	16:03:00		16:09:00		16:29:00		S29	E81	1N
536	1988-06-03	08:39:00		08:42:00		08:49:00		S26	W77	SF
537	1988-06-03	12:46:00		12:46:00		13:12:00		N23	E18	SF
538	1988-06-08	07:03:00		07:03:00		07:06:00		S16	E42	SF
539	1988-06-08	11:07:00		11:09:00		11:13:00		N22	W51	SN
540	1988-06-08	11:21:00		11:21:00		11:24:00		N10	E73	SF
541	1988-06-08	12:15:00		12:19:00		12:35:00		N11	E74	SF
542	1988-06-08	12:59:00		13:03:00		13:10:00		N10	E73	SF
543	1988-06-09	07:06:00		07:14:00		07:34:00		N17	W64	SF
544	1988-06-09	09:16:00		09:20:00		09:27:00		S22	W66	SF
545	1988-06-09	11:32:00		11:35:00		11:43:00		S21	W25	SF
546	1988-06-09	13:39:00		13:39:00		13:54:00		S20	W29	SF
547	1988-06-09	14:16:00		14:20:00		14:31:00		N29	W39	SF
548	1988-06-10	08:21:00		08:21:00		08:25:00		N11	E50	SF
549	1988-06-11	06:49:00		06:53:00		07:12:00		N29	W63	SF
550	1988-06-11	07:54:00		07:58:00		08:09:00		N13	E40	SF
551	1988-06-11	08:48:00		08:52:00		09:02:00		N18	W80	SN
552	1988-06-11	13:47:00		13:51:00		13:59:00	D	S19	W00	SF
553	1988-06-11	14:36:00		14:40:00		14:52:00		S15	W07	SF
554	1988-06-11	14:36:00		14:40:00		14:56:00		S19	W00	SF
555	1988-06-21	06:57:00		06:57:00		07:04:00		S26	E26	SN
556	1988-06-21	07:51:00		07:51:00		08:05:00		S16	W13	SN
557	1988-06-27	09:44:00		09:44:00		09:56:00		N12	E66	SF
558	1988-06-27	11:54:00		11:54:00		12:03:00		S20	E56	SF
559	1988-06-27	14:04:00	E	14:04:00	U	14:11:00	D	S18	E55	SF
560	1988-06-28	07:46:00		07:46:00		07:50:00	D	S16	E41	SF
561	1988-06-28	09:54:00	E	09:57:00		10:18:00		S21	E35	1N
562	1988-06-28	10:34:00		10:37:00		10:40:00		S22	E49	SF
563	1988-06-28	10:48:00		10:48:00		10:55:00		S22	E49	SF
564	1988-06-28	11:03:00		11:10:00		11:22:00		N14	E48	SF
565	1988-06-28	11:10:00		11:26:00		11:47:00		S20	E47	SN
566	1988-06-28	12:14:00		12:14:00		12:23:00		S16	E48	SF
567	1988-06-28	12:39:00		12:39:00		12:43:00		N12	E51	SF
568	1988-06-29	07:35:00		07:37:00		08:45:00		S19	E22	2N
569	1988-06-29	07:37:00		07:37:00		07:50:00		S15	E31	SN
570	1988-06-30	06:32:00		06:32:00		06:36:00		N12	E28	SF
571	1988-06-30	08:22:00		08:22:00	U	09:00:00		S22	E24	SF
572	1988-06-30	09:05:00		09:05:00		09:37:00		S16	E22	2B
573	1988-06-30	10:03:00		10:03:00		10:12:00		N14	E28	SF
574	1988-06-30	10:24:00		10:28:00	U	10:28:00	D	S22	E24	SF
575	1988-06-30	11:11:00		11:15:00		11:22:00		S22	E22	SF
576	1988-07-01	15:39:00	E	15:52:00	U	15:52:00	D	S18	E01	SN
577	1988-07-05	06:11:00		06:15:00		06:42:00		S15	W42	SF
578	1988-07-05	06:35:00	E	06:39:00		06:42:00		N13	W43	SF
579	1988-07-05	10:41:00		10:45:00		10:52:00		S18	W56	SF
580	1988-07-05	12:49:00		12:52:00		12:56:00		S19	W43	SF
581	1988-07-05	14:11:00		14:11:00		14:19:00		S17	W60	SF
582	1988-07-05	14:19:00		14:23:00		14:39:00		S19	W45	SF
583	1988-07-06	11:34:00	E	11:34:00	U	11:38:00		N15	W58	SF
584	1988-07-06	11:59:00	E	11:59:00	U	12:03:00		N15	W56	SF
585	1988-07-06	11:59:00	E	11:59:00	U	12:19:00		S13	W57	SF
586	1988-07-06	14:40:00		14:40:00		15:01:00		S14	W63	SF
587	1988-07-07	06:05:00	E	06:05:00	U	06:09:00		N15	W75	SF
588	1988-07-07	06:56:00		07:00:00		07:03:00		N22	E40	SF
589	1988-07-07	07:22:00		07:26:00		08:10:00		N15	W73	1F
590	1988-07-07	11:10:00		11:10:00		11:18:00		N21	E37	SF
591	1988-07-07	12:26:00		12:34:00		12:42:00		N14	W76	SF
592	1988-07-07	12:54:00		12:58:00		13:11:00		S14	W73	SF
593	1988-07-07	14:41:00		14:45:00		15:03:00		S13	W74	SB
594	1988-07-07	14:52:00		14:52:00		15:07:00		N14	W76	SN
595	1988-07-07	15:27:00		15:30:00		15:38:00		N13	W75	SF
596	1988-07-07	15:30:00		15:30:00		15:38:00		N21	E34	SF
597	1988-07-08	07:55:00		07:55:00		08:09:00		S17	W79	SN
598	1988-07-08	09:36:00		09:36:00		09:56:00		N23	E25	SN
599	1988-07-09	07:19:00		07:19:00		07:43:00		N22	E12	SN
600	1988-07-10	06:54:00		06:54:00		07:40:00		N21	W04	SF
601	1988-07-10	08:03:00		08:07:00		08:18:00		N21	W03	SF
602	1988-07-11	06:42:00		06:50:00		07:00:00		N23	W13	SF
603	1988-07-11	10:10:00		10:14:00		10:18:00		S14	E74	SF
604	1988-07-11	11:26:00		11:26:00		11:33:00		N23	E30	SF
605	1988-07-13	08:47:00		08:47:00		08:54:00		N30	W07	SF
606	1988-07-18	07:45:00		07:57:00		08:12:00		S23	W11	SN
607	1988-07-18	09:28:00		09:32:00		09:36:00		S19	W11	SF
608	1988-07-18	09:50:00		09:53:00		09:58:00		N30	W79	SF
609	1988-07-18	10:53:00		10:57:00	U	10:57:00	D	N29	W77	SF
610	1988-07-19	07:52:00		07:56:00		08:03:00	D	S22	W23	SF
611	1988-07-20	14:12:00		14:16:00		14:24:00		S22	W41	1F
612	1988-07-20	17:33:00		17:33:00	U	17:33:00	D	S16	W41	SF
613	1988-07-21	07:09:00		07:13:00		07:22:00		S16	W50	SN
614	1988-07-21	11:34:00	E	11:42:00		11:53:00	D	S26	W44	SF
615	1988-07-22	11:15:00		11:18:00		11:34:00		S20	E90	SF
616	1988-07-23	13:15:00		13:18:00		13:33:00		S18	W61	SF
617	1988-07-23	15:05:00		15:13:00		15:33:00		N10	E62	SF
618	1988-07-24	06:35:00		06:53:00		09:25:00		S21	E62	2N
619	1988-07-24	10:18:00		10:22:00		10:38:00		N13	E68	SF
620	1988-07-24	12:14:00		12:17:00		12:21:00		N12	E58	SF
621	1988-07-24	16:01:00		16:01:00		16:45:00	D	S21	W35	1F
622	1988-07-25	14:20:00		14:20:00		14:40:00		S21	W35	SF
623	1988-07-27	07:41:00		07:45:00		08:04:00		S25	E28	1N
624	1988-07-27	09:34:00		09:34:00		09:38:00		S22	E29	SF
625	1988-07-27	09:53:00		09:57:00		10:01:00		N14	E36	SF
626	1988-07-27	10:37:00		10:41:00		11:04:00		N28	E79	SF
627	1988-07-27	11:00:00		11:04:00		11:43:00		S22	E27	SF
628	1988-07-27	12:14:00		12:18:00		12:35:00		S22	E25	SF
629	1988-07-27	13:56:00		13:56:00		14:18:00		S22	E27	SF
630	1988-07-29	07:49:00		07:49:00		07:56:00		S21	E02	SF
631	1988-07-29	08:03:00		08:03:00		08:15:00		N27	E61	SF
632	1988-07-29	12:57:00		12:57:00		13:16:00		S25	W06	SF
633	1988-07-31	06:29:00		06:37:00		06:59:00		N28	E36	SF
634	1988-07-31	07:18:00		07:25:00		08:15:00		N33	E41	1N
635	1988-07-31	08:56:00		08:59:00		09:11:00		N13	W21	SF
636	1988-07-31	16:05:00		16:05:00		16:44:00		N31	E29	SF
637	1988-07-31	16:44:00		16:48:00		17:07:00	D	S28	E43	SF
638	1988-08-01	06:12:00	E	06:22:00		07:10:00		N32	E28	1N
639	1988-08-01	12:07:00		12:07:00		12:15:00		S20	W44	SF
640	1988-08-01	17:06:00		17:06:00		17:14:00		N18	W41	SF
641	1988-08-01	16:42:00		16:46:00		16:54:00		N24	W12	SF
642	1988-08-01	17:40:00		17:40:00		17:42:00	D	N30	E15	SF
643	1988-08-02	06:51:00		06:54:00		07:05:00		N15	W50	SF
644	1988-08-02	08:04:00		08:04:00		08:19:00		N15	W51	SN
645	1988-08-02	08:39:00		08:43:00		08:50:00		N16	W51	SN
646	1988-08-02	09:05:00		09:13:00		09:30:00		N16	W52	SN
647	1988-08-02	10:44:00		10:44:00		10:44:00		N25	W03	SF
648	1988-08-02	12:50:00		12:50:00		12:58:00		N30	E11	SF
649	1988-08-03	10:08:00	E	10:33:00		11:08:00		N15	W62	1N
650	1988-08-03	12:58:00		13:02:00		13:09:00		N26	W31	SF
651	1988-08-03	14:12:00		14:16:00		14:20:00		N29	E80	SF
652	1988-08-06	07:18:00		07:26:00		07:42:00		N22	E39	SN
653	1988-08-06	16:35:00		16:39:00		16:51:00		N30	W42	SF
654	1988-08-07	15:18:00		15:18:00		15:38:00		N28	W61	SF
655	1988-08-08	07:48:00		07:48:00		07:56:00		N19	E70	SF
656	1988-08-08	07:56:00		08:04:00		08:45:00		N30	W65	SF
657	1988-08-08	09:49:00		09:53:00		10:04:00		N35	W67	SF
658	1988-08-08	12:32:00		12:32:00		12:36:00		N26	W84	SF
659	1988-08-09	08:22:00		08:22:00		08:29:00		N14	E55	SN
660	1988-08-09	08:56:00		09:04:00		09:08:00		N15	E53	SF
661	1988-08-09	10:41:00		10:41:00		10:45:00	D	N31	W78	SN
662	1988-08-09	15:32:00		15:36:00		15:52:00		N16	E49	SF
663	1988-08-09	15:40:00		15:40:00		15:48:00		N22	E08	SF
664	1988-08-10	08:06:00		08:10:00		08:23:00		S14	W57	SF
665	1988-08-10	08:46:00		08:50:00		09:01:00		S14	W57	SF
666	1988-08-10	09:09:00		09:13:00		09:28:00		N20	E45	SF
667	1988-08-10	09:17:00		09:17:00		09:24:00		N23	W00	SF
668	1988-08-10	14:06:00		14:14:00		14:26:00		S13	W62	SF
669	1988-08-10	14:10:00		14:10:00		14:14:00		N15	E36	SF
670	1988-08-12	09:43:00		09:43:00		09:57:00		S29	E69	SN
671	1988-08-13	07:54:00		07:57:00	U	07:57:00	D	N23	E12	SF
672	1988-08-15	12:09:00		12:09:00		12:13:00		N27	W75	SF
673	1988-08-15	13:12:00		13:16:00		13:39:00		S25	W17	SF
674	1988-08-17	08:34:00		08:34:00		08:38:00	D	N26	W44	SF
675	1988-08-17	13:28:00		13:32:00		13:51:00		N26	W46	SF
676	1988-08-17	13:44:00		13:47:00		13:51:00		N17	W57	SF
677	1988-08-18	11:42:00		11:42:00		11:48:00		N22	E05	SF
678	1988-08-18	12:10:00		12:10:00		12:13:00		N16	W72	SF
679	1988-08-18	12:17:00		12:17:00		12:25:00		N14	W73	SF
680	1988-08-19	13:40:00		13:44:00		14:06:00		N25	W77	1B
681	1988-08-24	08:59:00	E	08:59:00	U	09:24:00		N19	W02	SF
682	1988-08-26	14:19:00		14:23:00		14:31:00		N23	W48	SF
683	1988-08-28	07:28:00		07:36:00		07:58:00		S20	E69	SF
684	1988-08-28	11:28:00		11:31:00		11:47:00		S23	E66	SF
685	1988-08-28	14:06:00		14:22:00		14:14:00		S20	E67	SF
686	1988-08-28	14:10:00		14:10:00		14:18:00		N15	W50	SF
687	1988-08-28	14:41:00		14:45:00		14:57:00		N18	E42	SF
688	1988-08-29	06:29:00		06:40:00		07:03:00		N21	E35	SF
689	1988-08-29	08:08:00		08:12:00		08:33:00		S21	E47	SF
690	1988-08-30	14:00:00	E	14:00:00	U	14:08:00		S24	E43	SF
691	1988-08-30	14:08:00		14:12:00	U	14:12:00	D	S18	E43	SN
692	1988-08-31	06:13:00	E	06:13:00	U	06:27:00		N22	E10	SF
693	1988-08-31	06:35:00		06:35:00		06:46:00		N22	E10	SN
694	1988-08-31	07:06:00		07:10:00		07:33:00		S22	W04	SF
695	1988-08-31	08:15:00		08:19:00		08:30:00		N21	E07	SF
696	1988-09-01	10:14:00		10:14:00		10:21:00		S15	E14	SF
697	1988-09-03	07:06:00		07:10:00		07:56:00		S22	W38	SN
698	1988-09-03	07:10:00		07:14:00		08:00:00		S23	W45	SN
699	1988-09-03	13:18:00		13:22:00		13:30:00		S21	W16	SF
700	1988-09-03	13:18:00		13:22:00		13:34:00		S21	W12	SF
701	1988-09-04	13:40:00		13:44:00		13:52:00		S23	W33	SF
702	1988-09-04	14:48:00		14:52:00		15:11:00	D	S16	W25	SF
703	1988-09-05	14:10:00		14:18:00	U	14:45:00		S21	W37	SF
704	1988-09-05	14:14:00		14:14:00		14:18:00	D	N11	E50	SF
705	1988-09-08	12:43:00	E	12:43:00	U	12:45:00	D	S19	W75	1N
706	1988-09-10	11:09:00		11:17:00		11:32:00		N31	E49	SF
707	1988-09-11	13:07:00		13:11:00		13:21:00		S13	E75	SF
708	1988-09-11	13:28:00		13:28:00		13:32:00		S19	W11	SF
709	1988-09-12	07:22:00		07:22:00		07:32:00		S15	E70	SF
710	1988-09-19	10:35:00		10:39:00	U	10:39:00	D	S39	E46	SF
711	1988-09-19	11:08:00	E	11:08:00	U	11:26:00		N28	E78	SF
712	1988-09-20	06:12:00	E	00:00:00		06:31:00		N27	E71	SF
713	1988-09-20	07:40:00		07:44:00		07:49:00		N27	E73	SF
714	1988-09-20	07:49:00		07:53:00		07:57:00		N27	E65	SF
715	1988-09-20	11:46:00		11:49:00		11:53:00		N27	E65	SF
716	1988-09-20	13:35:00	E	13:39:00		13:57:00	D	N35	E43	SF
717	1988-09-22	13:55:00		14:02:00		14:23:00		S15	W02	SN
718	1988-09-23	07:21:00		07:24:00		07:28:00		N24	E25	SF
719	1988-09-23	08:50:00		08:58:00		09:35:00		N25	E26	1F
720	1988-09-23	10:09:00		10:13:00		10:17:00		N27	E27	SF
721	1988-09-23	12:10:00		12:13:00		12:17:00		N33	W09	SF
722	1988-09-23	12:25:00		12:29:00		12:33:00		N26	E26	SF
723	1988-09-24	08:43:00		08:47:00		08:59:00		N28	E14	SF
724	1988-09-24	10:57:00		11:01:00		11:21:00		S43	E09	SF
725	1988-09-24	11:09:00		11:13:00		11:37:00		S40	E07	SF
726	1988-09-24	13:43:00		13:43:00		14:15:00		S15	W30	1N
727	1988-09-26	12:27:00		12:31:00		13:14:00		S30	E22	SF
728	1988-09-27	07:10:00	E	07:11:00		07:29:00		N21	W00	SF
729	1988-09-27	08:52:00		08:52:00		09:03:00		S26	E56	SF
730	1988-09-27	09:49:00		09:57:00		10:20:00		S28	E61	1F
731	1988-09-27	12:39:00		12:39:00		12:43:00		N19	W41	SF
732	1988-09-27	12:58:00		12:58:00		13:17:00		S18	W67	SF
733	1988-09-27	14:21:00		14:21:00		14:24:00		N19	E24	SF
734	1988-09-27	14:54:00		14:58:00		15:09:00		S29	E55	SF
735	1988-09-28	08:09:00		08:16:00		09:03:00		N25	E09	SF
736	1988-09-28	12:14:00		12:18:00		13:23:00		S29	E59	SF
737	1988-09-28	14:31:00		14:35:00		14:43:00		S26	E57	SF
738	1988-09-29	13:13:00		13:13:00		13:21:00		S27	E44	SF
739	1988-09-30	08:12:00		08:12:00		08:12:00		N23	W46	SF
740	1988-09-30	08:12:00		08:12:00		08:57:00		N22	W05	SF
741	1988-09-30	10:38:00		10:42:00		10:57:00		N24	W10	SF
742	1988-09-30	12:48:00		12:52:00		13:04:00		N29	W26	SB
743	1988-09-30	13:29:00		13:29:00		13:33:00		N23	W48	SF
744	1988-10-01	10:09:00	E	00:00:00		11:08:00		S30	E24	SF
745	1988-10-01	12:35:00	E	00:00:00		13:02:00		S27	E16	SF
746	1988-10-01	13:06:00		13:10:00		13:18:00		S28	E08	SF
747	1988-10-01	13:56:00		14:00:00		14:08:00		S28	E06	SF
748	1988-10-01	14:00:00		14:04:00		14:16:00		N22	W62	SF
749	1988-10-02	14:50:00		14:50:00		14:58:00		S26	W05	SF
750	1988-10-03	14:49:00		15:10:00		15:35:00	D	S27	W17	2B
751	1988-10-04	11:02:00		11:06:00		11:14:00		N21	E70	SF
752	1988-10-04	11:36:00		11:41:00		11:45:00		S22	W65	SF
753	1988-10-04	11:41:00		11:45:00		11:52:00		N22	E74	SF
754	1988-10-04	12:27:00		12:27:00		12:31:00		S22	W65	SF
755	1988-10-04	12:27:00		12:39:00		12:54:00		S25	W30	SN
756	1988-10-04	13:46:00		13:53:00		14:09:00		N21	W64	SF
757	1988-10-06	13:04:00	E	13:11:00		13:19:00	D	N21	E35	SF
758	1988-10-07	07:08:00		07:08:00		07:22:00		S17	W04	SN
759	1988-10-07	08:21:00		08:25:00	U	08:25:00	D	S17	W03	SF
760	1988-10-09	13:34:00		13:38:00		13:46:00		S18	W34	SF
761	1988-10-14	08:54:00		08:57:00		09:12:00		N15	W24	SF
762	1988-10-15	14:59:00		15:06:00		15:28:00		N23	E41	SF
763	1988-10-16	12:18:00		12:23:00		13:09:00		N15	W53	SF
