2010/08/14 12:30:00	2010/08/14 12:45:00	11099	17	52	14	West  /14 1730	2010/08/14 10:05:00	C4	0f
2011/03/08 01:05:00	2011/03/08 08:00:00	11164	24	59	50	NW  /07 2000	2011/03/08 20:12:00	M3	sf
2011/03/21 19:50:00	2011/03/22 01:35:00	11169	\N	\N	14	NW  /21 0236	\N	\N	\N
2011/06/07 08:20:00	2011/06/07 18:20:00	11226	-21	64	72	Halo  /07 0803	2011/06/07 06:41:00	M2	2n
2011/08/04 06:35:00	2011/08/05 21:50:00	11261	15	49	96	Halo  /04 0412	2011/08/04 03:57:00	M9	2b
2011/08/09 08:45:00	2011/08/09 12:10:00	11263	17	83	26	Halo  /09 0812	2011/08/09 08:05:00	X6	2b
2011/09/23 22:55:00	2011/09/26 11:55:00	11302	11	-74	35	Halo (asymmetric) /22 1048	2011/09/22 11:01:00	X1	2n
2011/11/26 11:25:00	2011/11/27 01:25:00	11353	08	49	80	Halo /26 0712	2011/11/26 07:10:00	C1	long duration
2012/01/23 05:30:00	2012/01/24 15:30:00	11402	28	36	6310	Halo /23 0400	2012/01/23 03:59:00	M8	long duration
2012/01/27 19:05:00	2012/01/28 02:05:00	11402	27	71	796	Halo /27 1827	2012/01/27 18:37:00	X1	long duration
2012/03/07 05:10:00	2012/03/08 11:15:00	11429	17	-15	6530	Halo /07 0036	2012/03/07 00:24:00	X5	3b
2012/03/13 18:10:00	2012/03/13 20:45:00	11429	18	62	469	Halo /13 1736	2012/03/13 17:41:00	M7	\N
2012/05/17 02:10:00	2012/05/17 04:30:00	11476	12	89	255	Partial Halo /17 0148	2012/05/17 01:47:00	M5	\N
2012/05/27 05:35:00	2012/05/27 10:45:00	11428	\N	\N	14	Halo (asymmetric)/27 2112	\N	\N	\N
2012/06/16 19:55:00	2012/06/16 20:20:00	11504	-17	-14	14	Halo (asymmetric)/14 1430	2012/06/14 14:35:00	M1	\N
2012/07/07 04:00:00	2012/07/07 07:45:00	11515	-18	50	25	Halo (asymmetric)/06 2312	2012/07/06 23:08:00	X1	\N
2012/07/12 18:35:00	2012/07/12 22:25:00	11520	-16	09	96	Halo (asymmetric)/12 < 1710	2012/07/12 16:49:00	X1	\N
2012/07/17 17:15:00	2012/07/18 06:00:00	11520	-17	75	136	Partial Halo/17 1348	2012/07/17 17:15:00	M1	\N
2012/07/23 15:45:00	2012/07/23 21:45:00	11520	\N	\N	12	Partial Halo (asymm.)/23 0236	\N	\N	\N
